Event,Timestamp,Framecount,SessionID,Email,BCIState,InputWindow,InputWindowOrder,InterTrialTimer,InputWindowTimer,GameState,CurrentFabAlarm,AccInputTrialsLeft,AccInputRate,FabInputTrialsLeft,FabInputRate,RejInputTrialsLeft,RejInputRate,AssistSuccessTrialsLeft,AssistSuccessRate,AssistFailTrialsLeft,AssistFailRate,ExplicitShamTrialsLeft,ExplicitShamRate,TrialResult,BCIConfidence,InputNumber,BCIThresholdBuffer,TrialGoal
Rest,2020-11-30 11:30:55.9010,17898,524c690e5d4e41828515ff275de3e04a,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3343,10,(0.385 0.334 0.362 0.405 0.388 0.379 0.399 0.421 ),NULL
MotorImagery,2020-11-30 11:30:56.7926,17951,524c690e5d4e41828515ff275de3e04a,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1580,11,(0.158 0.298 0.303 0.283 0.241 0.206 0.178 0.172 ),NULL
Rest,2020-11-30 11:30:57.1555,17975,524c690e5d4e41828515ff275de3e04a,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1311,11,(0.158 0.161 0.146 0.131 0.124 0.131 0.178 0.172 ),NULL
MotorImagery,2020-11-30 11:30:59.4531,18129,524c690e5d4e41828515ff275de3e04a,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2986,12,(0.255 0.277 0.307 0.299 0.299 0.241 0.274 0.302 ),NULL
InputWindowChange,2020-11-30 11:31:01.3192,18263,524c690e5d4e41828515ff275de3e04a,anonymous,NULL,Open,12,0.0000,0.0000,Running,2.8555,28,0.0667,0,0.0000,0,0.3333,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
Rest,2020-11-30 11:31:01.9295,18301,524c690e5d4e41828515ff275de3e04a,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1891,12,(0.256 0.246 0.225 0.218 0.189 0.262 0.221 0.238 ),NULL
MotorImagery,2020-11-30 11:31:02.6545,18351,524c690e5d4e41828515ff275de3e04a,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2102,13,(0.220 0.210 0.218 0.240 0.260 0.239 0.259 0.251 ),NULL
InputWindowChange,2020-11-30 11:31:02.6545,18351,524c690e5d4e41828515ff275de3e04a,anonymous,NULL,Closed,12,-4.6658,0.0000,Running,2.8555,28,0.0667,0,0.0000,0,0.3333,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
GameDecision,2020-11-30 11:31:02.6560,18351,524c690e5d4e41828515ff275de3e04a,anonymous,NULL,Closed,12,-4.6658,0.0000,Running,2.8555,27,0.1000,0,0.0000,0,0.3333,0,0.0000,0,0.0000,0,0.0000,AccInput,NULL,NULL,NULL,AccInput
Rest,2020-11-30 11:31:03.1701,18388,524c690e5d4e41828515ff275de3e04a,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2019,13,(0.297 0.285 0.272 0.202 0.280 0.300 0.292 0.274 ),NULL
MotorImagery,2020-11-30 11:31:04.4508,18480,524c690e5d4e41828515ff275de3e04a,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3418,14,(0.342 0.252 0.248 0.255 0.258 0.302 0.331 0.355 ),NULL
Rest,2020-11-30 11:31:06.6101,18635,524c690e5d4e41828515ff275de3e04a,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2030,14,(0.230 0.225 0.245 0.203 0.286 0.290 0.279 0.237 ),NULL
MotorImagery,2020-11-30 11:31:07.3898,18690,524c690e5d4e41828515ff275de3e04a,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4030,15,(0.351 0.403 0.237 0.261 0.292 0.312 0.307 0.340 ),NULL
Rest,2020-11-30 11:31:08.2674,18753,524c690e5d4e41828515ff275de3e04a,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2052,15,(0.430 0.381 0.347 0.338 0.295 0.256 0.228 0.205 ),NULL
MotorImagery,2020-11-30 11:31:09.2970,18827,524c690e5d4e41828515ff275de3e04a,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2594,16,(0.259 0.213 0.242 0.243 0.253 0.250 0.238 0.249 ),NULL
Rest,2020-11-30 11:31:09.7986,18863,524c690e5d4e41828515ff275de3e04a,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1971,16,(0.212 0.197 0.303 0.299 0.270 0.237 0.212 0.228 ),NULL
MotorImagery,2020-11-30 11:31:10.5642,18917,524c690e5d4e41828515ff275de3e04a,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2492,17,(0.243 0.245 0.227 0.220 0.248 0.249 0.239 0.248 ),NULL
Rest,2020-11-30 11:31:11.6228,18993,524c690e5d4e41828515ff275de3e04a,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2001,17,(0.200 0.257 0.300 0.295 0.336 0.318 0.294 0.222 ),NULL
MotorImagery,2020-11-30 11:31:13.0150,19092,524c690e5d4e41828515ff275de3e04a,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2978,18,(0.309 0.301 0.324 0.285 0.278 0.263 0.260 0.298 ),NULL
Rest,2020-11-30 11:31:13.6552,19138,524c690e5d4e41828515ff275de3e04a,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1769,18,(0.232 0.223 0.177 0.267 0.278 0.264 0.245 0.234 ),NULL
