Event,Timestamp,Framecount,SessionID,Email,BCIConfidence,BCIState
Sample,2021-05-06 17:38:11.9338,14,81e0eedeadefd5b551bdd6dd14d21e76,anonymous,0.3959,ReceivingData
Sample,2021-05-06 17:38:11.9569,15,81e0eedeadefd5b551bdd6dd14d21e76,anonymous,0.3927,ReceivingData
Sample,2021-05-06 17:38:12.0388,20,81e0eedeadefd5b551bdd6dd14d21e76,anonymous,0.3847,ReceivingData
Sample,2021-05-06 17:38:12.0528,21,81e0eedeadefd5b551bdd6dd14d21e76,anonymous,0.3958,ReceivingData
Sample,2021-05-06 17:38:12.1488,28,81e0eedeadefd5b551bdd6dd14d21e76,anonymous,0.3919,ReceivingData
Sample,2021-05-06 17:38:12.1624,29,81e0eedeadefd5b551bdd6dd14d21e76,anonymous,0.4315,ReceivingData
Sample,2021-05-06 17:38:12.1771,30,81e0eedeadefd5b551bdd6dd14d21e76,anonymous,0.4580,ReceivingData
Sample,2021-05-06 17:38:12.2740,37,81e0eedeadefd5b551bdd6dd14d21e76,anonymous,0.4831,ReceivingData
Sample,2021-05-06 17:38:12.2872,38,81e0eedeadefd5b551bdd6dd14d21e76,anonymous,0.4622,ReceivingData
Sample,2021-05-06 17:38:12.4006,44,81e0eedeadefd5b551bdd6dd14d21e76,anonymous,0.4503,ReceivingData
Sample,2021-05-06 17:38:12.4129,45,81e0eedeadefd5b551bdd6dd14d21e76,anonymous,0.4599,ReceivingData
Sample,2021-05-06 17:38:12.5392,53,81e0eedeadefd5b551bdd6dd14d21e76,anonymous,0.4574,ReceivingData
Sample,2021-05-06 17:38:12.5553,54,81e0eedeadefd5b551bdd6dd14d21e76,anonymous,0.4446,ReceivingData
Sample,2021-05-06 17:38:12.6635,62,81e0eedeadefd5b551bdd6dd14d21e76,anonymous,0.4299,ReceivingData
Sample,2021-05-06 17:38:12.6775,63,81e0eedeadefd5b551bdd6dd14d21e76,anonymous,0.4414,ReceivingData
Sample,2021-05-06 17:38:12.7871,71,81e0eedeadefd5b551bdd6dd14d21e76,anonymous,0.4084,ReceivingData
Sample,2021-05-06 17:38:12.8147,72,81e0eedeadefd5b551bdd6dd14d21e76,anonymous,0.2853,ReceivingData
Sample,2021-05-06 17:38:12.9133,79,81e0eedeadefd5b551bdd6dd14d21e76,anonymous,0.2103,ReceivingData
Sample,2021-05-06 17:38:12.9263,80,81e0eedeadefd5b551bdd6dd14d21e76,anonymous,0.2022,ReceivingData
Sample,2021-05-06 17:38:13.0514,89,81e0eedeadefd5b551bdd6dd14d21e76,anonymous,0.2018,ReceivingData
Sample,2021-05-06 17:38:13.0654,90,81e0eedeadefd5b551bdd6dd14d21e76,anonymous,0.1605,ReceivingData
Sample,2021-05-06 17:38:13.0792,91,81e0eedeadefd5b551bdd6dd14d21e76,anonymous,0.1543,ReceivingData
Sample,2021-05-06 17:38:13.1623,97,81e0eedeadefd5b551bdd6dd14d21e76,anonymous,0.1235,ReceivingData
Sample,2021-05-06 17:38:13.1767,98,81e0eedeadefd5b551bdd6dd14d21e76,anonymous,0.0926,ReceivingData
Sample,2021-05-06 17:38:13.3030,105,81e0eedeadefd5b551bdd6dd14d21e76,anonymous,0.0855,ReceivingData
