SessionID,Timestamp,Framecount,Email,DeviceID,FabInputTrials,AccInputTrials,RejInputTrials,Trials,InterTrialInterval_sec,InputWindow_sec,noInputReceivedFabAlarm_sec,FabAlarmVariability_sec,ConfidenceThreshold,BCIProcessingMode,ConsecutiveThresholdBufferSize
741a8d9893b614eb037e098a0619b115,2020-11-30 09:56:16.1181,1,anonymous,00b8d7c89be5424fbcda921781072333ff2eef21,0,30,0,30,12.0000,6.0000,3.0000,1.9000,0.7000,ConsecutiveThreshold,8
