Event,Timestamp,Framecount,SessionID,Email,BCIState,BCIConfidence,InputNumber,BCIThresholdBuffer,InputWindow,InputWindowOrder,InterTrialTimer,InputWindowTimer,GameState,CurrentFabAlarm,AccInputTrialsLeft,AccInputRate,FabInputTrialsLeft,FabInputRate,RejInputTrialsLeft,RejInputRate,AssistSuccessTrialsLeft,AssistSuccessRate,AssistFailTrialsLeft,AssistFailRate,ExplicitShamTrialsLeft,ExplicitShamRate,TrialResult,TrialGoal
BCIStateUpdated,2021-05-13 17:52:43.0885,1,322450381f16788a7e4a5f65bb7a7674,anonymous,Connecting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2021-05-13 17:52:46.0836,11,322450381f16788a7e4a5f65bb7a7674,anonymous,ReceivingHeader,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2021-05-13 17:52:46.1956,19,322450381f16788a7e4a5f65bb7a7674,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2021-05-13 17:52:46.5817,47,322450381f16788a7e4a5f65bb7a7674,anonymous,ReceivingData,0.5136,1,(0.499 0.481 0.495 0.522 0.539 0.543 0.553 0.514 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2021-05-13 17:53:11.4038,1795,322450381f16788a7e4a5f65bb7a7674,anonymous,ReceivingData,0.2984,1,(0.508 0.406 0.377 0.345 0.316 0.298 0.596 0.601 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GameRunning,2021-05-13 17:53:12.3473,1862,322450381f16788a7e4a5f65bb7a7674,anonymous,NULL,NULL,NULL,NULL,Closed,0,0.0000,0.0000,Running,0.0000,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL
MotorImagery,2021-05-13 17:53:12.5728,1878,322450381f16788a7e4a5f65bb7a7674,anonymous,ReceivingData,0.3616,2,(0.362 0.320 0.330 0.365 0.378 0.385 0.401 0.371 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2021-05-13 17:53:14.0756,1986,322450381f16788a7e4a5f65bb7a7674,anonymous,ReceivingData,0.2969,2,(0.425 0.364 0.297 0.450 0.452 0.449 0.448 0.446 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2021-05-13 17:53:15.4831,2086,322450381f16788a7e4a5f65bb7a7674,anonymous,ReceivingData,0.6566,3,(0.657 0.331 0.402 0.507 0.566 0.575 0.642 0.638 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
InputWindowChange,2021-05-13 17:53:24.3254,2717,322450381f16788a7e4a5f65bb7a7674,anonymous,NULL,NULL,NULL,NULL,Open,0,0.0000,0.0000,Running,0.8270,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL
