Event,Timestamp,Framecount,SessionID,Email,BCIState,InputWindow,InputWindowOrder,InterTrialTimer,InputWindowTimer,GameState,CurrentFabAlarm,AccInputTrialsLeft,AccInputRate,FabInputTrialsLeft,FabInputRate,RejInputTrialsLeft,RejInputRate,AssistSuccessTrialsLeft,AssistSuccessRate,AssistFailTrialsLeft,AssistFailRate,ExplicitShamTrialsLeft,ExplicitShamRate,TrialResult,BCIConfidence,InputNumber,BCIThresholdBuffer,TrialGoal
Rest,2021-05-03 10:37:39.7807,12952,b573a5c649245caa098b0a8782a0c0ef,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2802,36,(0.304 0.303 0.280 0.439 0.385 0.339 0.309 0.314 ),NULL
InputWindowChange,2021-05-03 10:37:41.2568,13058,b573a5c649245caa098b0a8782a0c0ef,anonymous,NULL,Open,10,0.0000,0.0000,Running,0.2067,20,0.0000,0,0.0000,0,0.5000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
MotorImagery,2021-05-03 10:37:42.5507,13151,b573a5c649245caa098b0a8782a0c0ef,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6084,37,(0.325 0.376 0.454 0.516 0.558 0.600 0.574 0.608 ),NULL
Rest,2021-05-03 10:37:44.4860,13290,b573a5c649245caa098b0a8782a0c0ef,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2849,37,(0.285 0.605 0.608 0.553 0.508 0.483 0.438 0.346 ),NULL
MotorImagery,2021-05-03 10:37:45.1121,13335,b573a5c649245caa098b0a8782a0c0ef,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3237,38,(0.341 0.325 0.324 0.320 0.341 0.343 0.351 0.349 ),NULL
InputWindowChange,2021-05-03 10:37:46.2681,13418,b573a5c649245caa098b0a8782a0c0ef,anonymous,NULL,Closed,10,0.0117,0.0000,Running,0.2067,20,0.0000,0,0.0000,0,0.5000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
GameDecision,2021-05-03 10:37:46.2691,13418,b573a5c649245caa098b0a8782a0c0ef,anonymous,NULL,Closed,10,0.0117,0.0000,Running,0.2067,20,0.0000,0,0.0000,0,0.5500,0,0.0000,0,0.0000,0,0.0000,RejInput,NULL,NULL,NULL,AccInput
Rest,2021-05-03 10:37:46.9222,13465,b573a5c649245caa098b0a8782a0c0ef,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2510,38,(0.301 0.251 0.821 0.829 0.767 0.624 0.531 0.390 ),NULL
MotorImagery,2021-05-03 10:37:48.1894,13556,b573a5c649245caa098b0a8782a0c0ef,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7094,39,(0.474 0.565 0.616 0.671 0.700 0.709 0.326 0.427 ),NULL
Rest,2021-05-03 10:37:55.5962,14088,b573a5c649245caa098b0a8782a0c0ef,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2817,39,(0.307 0.282 0.481 0.420 0.370 0.383 0.368 0.340 ),NULL
MotorImagery,2021-05-03 10:37:57.0026,14189,b573a5c649245caa098b0a8782a0c0ef,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7440,40,(0.744 0.301 0.339 0.478 0.557 0.640 0.671 0.715 ),NULL
InputWindowChange,2021-05-03 10:37:58.2695,14280,b573a5c649245caa098b0a8782a0c0ef,anonymous,NULL,Open,11,0.0000,0.0000,Running,0.5429,20,0.0000,0,0.0000,0,0.5500,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
Rest,2021-05-03 10:37:59.4248,14363,b573a5c649245caa098b0a8782a0c0ef,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2907,40,(0.316 0.291 0.542 0.489 0.495 0.400 0.356 0.342 ),NULL
MotorImagery,2021-05-03 10:38:00.4545,14437,b573a5c649245caa098b0a8782a0c0ef,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6775,41,(0.692 0.680 0.677 0.363 0.513 0.657 0.664 0.695 ),NULL
Rest,2021-05-03 10:38:00.8452,14465,b573a5c649245caa098b0a8782a0c0ef,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2096,41,(0.334 0.210 0.677 0.653 0.644 0.638 0.602 0.545 ),NULL
MotorImagery,2021-05-03 10:38:02.2514,14566,b573a5c649245caa098b0a8782a0c0ef,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7192,42,(0.719 0.327 0.486 0.479 0.521 0.551 0.635 0.682 ),NULL
InputWindowChange,2021-05-03 10:38:03.2815,14640,b573a5c649245caa098b0a8782a0c0ef,anonymous,NULL,Closed,11,0.0128,0.0000,Running,0.5429,20,0.0000,0,0.0000,0,0.5500,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
GameDecision,2021-05-03 10:38:03.2815,14640,b573a5c649245caa098b0a8782a0c0ef,anonymous,NULL,Closed,11,0.0128,0.0000,Running,0.5429,20,0.0000,0,0.0000,0,0.6000,0,0.0000,0,0.0000,0,0.0000,RejInput,NULL,NULL,NULL,AccInput
Rest,2021-05-03 10:38:05.6616,14811,b573a5c649245caa098b0a8782a0c0ef,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2869,42,(0.459 0.421 0.345 0.287 0.560 0.564 0.537 0.504 ),NULL
MotorImagery,2021-05-03 10:38:06.3028,14857,b573a5c649245caa098b0a8782a0c0ef,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3264,43,(0.369 0.357 0.363 0.359 0.329 0.326 0.340 0.364 ),NULL
Rest,2021-05-03 10:38:06.4283,14866,b573a5c649245caa098b0a8782a0c0ef,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2937,43,(0.369 0.357 0.363 0.359 0.329 0.326 0.302 0.294 ),NULL
MotorImagery,2021-05-03 10:38:11.5366,15233,b573a5c649245caa098b0a8782a0c0ef,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5369,44,(0.345 0.366 0.435 0.475 0.516 0.537 0.310 0.334 ),NULL
Rest,2021-05-03 10:38:12.4558,15299,b573a5c649245caa098b0a8782a0c0ef,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2447,44,(0.540 0.516 0.464 0.380 0.320 0.245 0.574 0.535 ),NULL
MotorImagery,2021-05-03 10:38:13.2351,15355,b573a5c649245caa098b0a8782a0c0ef,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4577,45,(0.447 0.459 0.458 0.362 0.395 0.420 0.434 0.459 ),NULL
Rest,2021-05-03 10:38:14.3486,15435,b573a5c649245caa098b0a8782a0c0ef,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2742,45,(0.366 0.358 0.342 0.303 0.274 0.385 0.360 0.347 ),NULL
MotorImagery,2021-05-03 10:38:15.1428,15492,b573a5c649245caa098b0a8782a0c0ef,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4161,46,(0.433 0.416 0.314 0.316 0.340 0.368 0.393 0.429 ),NULL
InputWindowChange,2021-05-03 10:38:15.2822,15502,b573a5c649245caa098b0a8782a0c0ef,anonymous,NULL,Open,12,0.0000,0.0000,Running,0.7527,20,0.0000,0,0.0000,0,0.6000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
Rest,2021-05-03 10:38:16.0483,15557,b573a5c649245caa098b0a8782a0c0ef,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2891,46,(0.328 0.289 0.501 0.501 0.515 0.506 0.458 0.404 ),NULL
