Event,Timestamp,Framecount,SessionID,Email,BCIState,BCIConfidence,InputNumber,BCIThresholdBuffer,InputWindow,InputWindowOrder,InterTrialTimer,InputWindowTimer,GameState,CurrentFabAlarm,AccInputTrialsLeft,AccInputRate,FabInputTrialsLeft,FabInputRate,RejInputTrialsLeft,RejInputRate,AssistSuccessTrialsLeft,AssistSuccessRate,AssistFailTrialsLeft,AssistFailRate,ExplicitShamTrialsLeft,ExplicitShamRate,TrialResult,TrialGoal
BCIStateUpdated,2020-12-03 14:16:49.9881,1,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,Connecting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2020-12-03 14:16:53.5878,9,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,ReceivingHeader,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2020-12-03 14:16:53.7136,15,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-12-03 14:17:06.3822,874,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,ReceivingData,0.6046,1,(0.633 0.626 0.628 0.612 0.605 0.361 0.392 0.570 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-12-03 14:17:07.1465,922,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,ReceivingData,0.4377,1,(0.438 0.455 0.472 0.502 0.512 0.560 0.553 0.453 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-12-03 14:17:09.0413,1045,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,ReceivingData,0.5328,2,(0.533 0.492 0.482 0.522 0.507 0.515 0.564 0.586 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-12-03 14:17:09.6952,1090,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,ReceivingData,0.4666,2,(0.506 0.494 0.491 0.515 0.467 0.512 0.507 0.481 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-12-03 14:17:15.3066,1477,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,ReceivingData,0.5799,3,(0.578 0.580 0.608 0.607 0.626 0.621 0.592 0.592 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-12-03 14:17:16.4757,1561,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,ReceivingData,0.4759,3,(0.564 0.593 0.602 0.546 0.486 0.476 0.539 0.557 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-12-03 14:17:26.8076,2281,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,ReceivingData,0.5592,4,(0.554 0.559 0.482 0.505 0.489 0.480 0.483 0.514 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-12-03 14:17:27.6990,2345,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,ReceivingData,0.4741,4,(0.474 0.582 0.594 0.572 0.507 0.526 0.520 0.510 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GameRunning,2020-12-03 14:17:30.5185,2546,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,NULL,NULL,NULL,NULL,Closed,0,0.0000,0.0000,Running,0.0000,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL
MotorImagery,2020-12-03 14:17:31.6651,2626,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,ReceivingData,0.6077,5,(0.607 0.592 0.608 0.503 0.558 0.590 0.606 0.630 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-12-03 14:17:32.0555,2654,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,ReceivingData,0.4635,5,(0.488 0.464 0.608 0.533 0.532 0.507 0.497 0.499 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-12-03 14:17:35.5092,2901,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,ReceivingData,0.5107,6,(0.574 0.606 0.602 0.511 0.490 0.510 0.575 0.559 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-12-03 14:17:36.2749,2955,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,ReceivingData,0.4694,6,(0.514 0.517 0.543 0.526 0.487 0.507 0.486 0.469 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-12-03 14:17:37.3037,3029,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,ReceivingData,0.6472,7,(0.627 0.647 0.511 0.533 0.577 0.548 0.554 0.576 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-12-03 14:17:40.1286,3224,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,ReceivingData,0.4779,7,(0.478 0.653 0.628 0.602 0.595 0.584 0.545 0.503 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-12-03 14:17:40.8816,3277,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,ReceivingData,0.5448,8,(0.512 0.528 0.546 0.566 0.545 0.487 0.495 0.494 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
InputWindowChange,2020-12-03 14:17:42.4991,3393,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,NULL,NULL,NULL,NULL,Open,0,0.0000,0.0000,Running,3.6139,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL
Rest,2020-12-03 14:17:42.7891,3414,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,ReceivingData,0.4704,8,(0.508 0.496 0.485 0.470 0.582 0.540 0.541 0.526 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-12-03 14:17:43.2907,3449,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,ReceivingData,0.5040,9,(0.516 0.528 0.508 0.515 0.504 0.483 0.483 0.519 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
InputWindowChange,2020-12-03 14:17:43.2912,3449,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,NULL,NULL,NULL,NULL,Closed,0,-5.2071,0.0000,Running,3.6139,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL
GameDecision,2020-12-03 14:17:43.2932,3449,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,NULL,NULL,NULL,NULL,Closed,0,-5.2071,0.0000,Running,3.6139,29,0.0333,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,AccInput,AccInput
Rest,2020-12-03 14:17:46.7726,3698,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,ReceivingData,0.4789,9,(0.555 0.568 0.576 0.627 0.553 0.511 0.502 0.479 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-12-03 14:17:47.2733,3734,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,ReceivingData,0.4956,10,(0.493 0.518 0.518 0.534 0.550 0.529 0.490 0.496 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-12-03 14:17:47.5108,3750,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,ReceivingData,0.4598,10,(0.498 0.490 0.460 0.534 0.550 0.529 0.490 0.496 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-12-03 14:17:49.0556,3861,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,ReceivingData,0.6723,11,(0.494 0.516 0.567 0.604 0.649 0.672 0.494 0.511 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-12-03 14:17:49.9471,3924,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,ReceivingData,0.4535,11,(0.589 0.554 0.523 0.512 0.454 0.654 0.622 0.602 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-12-03 14:17:52.3698,4097,4c99c9e97fc570711e3dd01f3b8b6184,anonymous,ReceivingData,0.5919,12,(0.588 0.595 0.641 0.592 0.500 0.528 0.600 0.573 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
