Event,Timestamp,Framecount,SessionID,Email,BCIState,BCIConfidence,InputNumber,BCIThresholdBuffer,InputWindow,InputWindowOrder,InterTrialTimer,InputWindowTimer,GameState,CurrentFabAlarm,AccInputTrialsLeft,AccInputRate,FabInputTrialsLeft,FabInputRate,RejInputTrialsLeft,RejInputRate,AssistSuccessTrialsLeft,AssistSuccessRate,AssistFailTrialsLeft,AssistFailRate,ExplicitShamTrialsLeft,ExplicitShamRate,TrialResult,TrialGoal
BCIStateUpdated,2020-12-02 11:58:35.1075,1,6e7b3880f4b26ac574e2424f508d3921,anonymous,Connecting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2020-12-02 11:58:38.6469,9,6e7b3880f4b26ac574e2424f508d3921,anonymous,ReceivingHeader,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2020-12-02 11:58:38.7557,14,6e7b3880f4b26ac574e2424f508d3921,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-12-02 11:58:53.9615,1049,6e7b3880f4b26ac574e2424f508d3921,anonymous,ReceivingData,0.4112,1,(0.443 0.471 0.457 0.477 0.494 0.555 0.411 0.415 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-12-02 11:58:53.9755,1050,6e7b3880f4b26ac574e2424f508d3921,anonymous,ReceivingData,0.3934,1,(0.443 0.471 0.457 0.477 0.494 0.555 0.411 0.393 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GameRunning,2020-12-02 11:58:57.6168,1308,6e7b3880f4b26ac574e2424f508d3921,anonymous,NULL,NULL,NULL,NULL,Closed,0,0.0000,0.0000,Running,0.0000,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL
MotorImagery,2020-12-02 11:59:04.9732,1834,6e7b3880f4b26ac574e2424f508d3921,anonymous,ReceivingData,0.5134,2,(0.408 0.436 0.438 0.427 0.440 0.495 0.502 0.513 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-12-02 11:59:05.0710,1841,6e7b3880f4b26ac574e2424f508d3921,anonymous,ReceivingData,0.3917,2,(0.392 0.436 0.438 0.427 0.440 0.495 0.502 0.513 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-12-02 11:59:07.4937,2014,6e7b3880f4b26ac574e2424f508d3921,anonymous,ReceivingData,0.5226,3,(0.451 0.523 0.474 0.451 0.408 0.405 0.458 0.454 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-12-02 11:59:09.4026,2151,6e7b3880f4b26ac574e2424f508d3921,anonymous,ReceivingData,0.3664,3,(0.366 0.537 0.480 0.484 0.496 0.475 0.456 0.416 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
InputWindowChange,2020-12-02 11:59:09.5984,2165,6e7b3880f4b26ac574e2424f508d3921,anonymous,NULL,NULL,NULL,NULL,Open,0,0.0000,0.0000,Running,3.8560,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL
MotorImagery,2020-12-02 11:59:10.1821,2207,6e7b3880f4b26ac574e2424f508d3921,anonymous,ReceivingData,0.6417,4,(0.525 0.515 0.506 0.554 0.598 0.642 0.411 0.500 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
InputWindowChange,2020-12-02 11:59:10.1831,2207,6e7b3880f4b26ac574e2424f508d3921,anonymous,NULL,NULL,NULL,NULL,Closed,0,-5.4161,0.0000,Running,3.8560,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL
