Event,Timestamp,Framecount,SessionID,Email,BCIState,InputWindow,InputWindowOrder,InterTrialTimer,InputWindowTimer,GameState,CurrentFabAlarm,AccInputTrialsLeft,AccInputRate,FabInputTrialsLeft,FabInputRate,RejInputTrialsLeft,RejInputRate,AssistSuccessTrialsLeft,AssistSuccessRate,AssistFailTrialsLeft,AssistFailRate,ExplicitShamTrialsLeft,ExplicitShamRate,TrialResult,BCIConfidence,InputNumber,BCIThresholdBuffer,TrialGoal
BCIStateUpdated,2020-11-27 11:30:17.0706,1,d29d8338408066d56bf67870ea21b948,anonymous,Connecting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2020-11-27 11:30:20.4558,10,d29d8338408066d56bf67870ea21b948,anonymous,ReceivingHeader,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2020-11-27 11:30:20.5610,15,d29d8338408066d56bf67870ea21b948,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GameRunning,2020-11-27 11:30:40.7912,1467,d29d8338408066d56bf67870ea21b948,anonymous,NULL,Closed,0,0.0000,0.0000,Running,0.0000,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
InputWindowChange,2020-11-27 11:30:52.7756,2261,d29d8338408066d56bf67870ea21b948,anonymous,NULL,Open,0,0.0000,0.0000,Running,2.1643,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
MotorImagery,2020-11-27 11:30:54.8072,2395,d29d8338408066d56bf67870ea21b948,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4386,1,(0.444 0.455 0.452 0.458 0.439 0.433 0.425 0.430 ),NULL
InputWindowChange,2020-11-27 11:30:54.8128,2395,d29d8338408066d56bf67870ea21b948,anonymous,NULL,Closed,0,-3.9674,0.0000,Running,2.1643,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
GameDecision,2020-11-27 11:30:54.8153,2395,d29d8338408066d56bf67870ea21b948,anonymous,NULL,Closed,0,-3.9674,0.0000,Running,2.1643,29,0.0333,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,AccInput,NULL,NULL,NULL,AccInput
Rest,2020-11-27 11:30:54.9596,2399,d29d8338408066d56bf67870ea21b948,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4670,1,(0.444 0.455 0.452 0.458 0.439 0.467 0.425 0.430 ),NULL
MotorImagery,2020-11-27 11:31:09.7609,3446,d29d8338408066d56bf67870ea21b948,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7090,2,(0.709 0.727 0.703 0.708 0.731 0.717 0.709 0.667 ),NULL
Rest,2020-11-27 11:31:10.6380,3509,d29d8338408066d56bf67870ea21b948,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6339,2,(0.737 0.736 0.682 0.687 0.634 0.765 0.759 0.741 ),NULL
InputWindowChange,2020-11-27 11:31:10.7779,3519,d29d8338408066d56bf67870ea21b948,anonymous,NULL,Open,1,0.0000,0.0000,Running,4.8822,29,0.0333,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
MotorImagery,2020-11-27 11:31:12.1830,3619,d29d8338408066d56bf67870ea21b948,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6553,3,(0.657 0.701 0.704 0.684 0.677 0.659 0.655 0.683 ),NULL
