Event,Timestamp,Framecount,SessionID,Email,BCIState,InputWindow,InputWindowOrder,InterTrialTimer,InputWindowTimer,GameState,CurrentFabAlarm,AccInputTrialsLeft,AccInputRate,FabInputTrialsLeft,FabInputRate,RejInputTrialsLeft,RejInputRate,AssistSuccessTrialsLeft,AssistSuccessRate,AssistFailTrialsLeft,AssistFailRate,ExplicitShamTrialsLeft,ExplicitShamRate,TrialResult,BCIConfidence,InputNumber,BCIThresholdBuffer,TrialGoal
BCIStateUpdated,2020-11-30 14:52:02.4653,1,ce4e1432c6d0d4d9a81cc86e5c9d3fde,anonymous,Connecting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2020-11-30 14:52:05.9153,10,ce4e1432c6d0d4d9a81cc86e5c9d3fde,anonymous,ReceivingHeader,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2020-11-30 14:52:05.9784,11,ce4e1432c6d0d4d9a81cc86e5c9d3fde,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GameRunning,2020-11-30 14:52:20.3010,1038,ce4e1432c6d0d4d9a81cc86e5c9d3fde,anonymous,NULL,Closed,0,0.0000,0.0000,Running,0.0000,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
MotorImagery,2020-11-30 14:52:27.9174,1542,ce4e1432c6d0d4d9a81cc86e5c9d3fde,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3550,1,(0.324 0.352 0.415 0.365 0.357 0.366 0.355 0.305 ),NULL
Rest,2020-11-30 14:52:27.9313,1543,ce4e1432c6d0d4d9a81cc86e5c9d3fde,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2987,1,(0.324 0.352 0.415 0.365 0.357 0.366 0.355 0.299 ),NULL
MotorImagery,2020-11-30 14:52:28.4458,1575,ce4e1432c6d0d4d9a81cc86e5c9d3fde,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3186,2,(0.301 0.306 0.301 0.315 0.314 0.317 0.314 0.319 ),NULL
Rest,2020-11-30 14:52:28.4739,1576,ce4e1432c6d0d4d9a81cc86e5c9d3fde,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2778,2,(0.278 0.306 0.301 0.315 0.314 0.317 0.314 0.319 ),NULL
MotorImagery,2020-11-30 14:52:29.0869,1617,ce4e1432c6d0d4d9a81cc86e5c9d3fde,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3295,3,(0.375 0.344 0.337 0.329 0.333 0.362 0.363 0.376 ),NULL
Rest,2020-11-30 14:52:29.2117,1624,ce4e1432c6d0d4d9a81cc86e5c9d3fde,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2924,3,(0.375 0.344 0.337 0.329 0.334 0.292 0.363 0.376 ),NULL
