Event,Timestamp,Framecount,SessionID,Email,BCIState,BCIConfidence,InputNumber,BCIThresholdBuffer,InputWindow,InputWindowOrder,InterTrialTimer,InputWindowTimer,GameState,CurrentFabAlarm,AccInputTrialsLeft,AccInputRate,FabInputTrialsLeft,FabInputRate,RejInputTrialsLeft,RejInputRate,AssistSuccessTrialsLeft,AssistSuccessRate,AssistFailTrialsLeft,AssistFailRate,ExplicitShamTrialsLeft,ExplicitShamRate,TrialResult,TrialGoal
BCIStateUpdated,2021-05-04 14:45:20.1262,1,2a74043d8a5a1bc49da0ed4ae9f481de,anonymous,Connecting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2021-05-04 14:45:23.0997,11,2a74043d8a5a1bc49da0ed4ae9f481de,anonymous,ReceivingHeader,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2021-05-04 14:45:23.1490,12,2a74043d8a5a1bc49da0ed4ae9f481de,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2021-05-04 14:45:23.5165,32,2a74043d8a5a1bc49da0ed4ae9f481de,anonymous,ReceivingData,0.5060,1,(0.463 0.451 0.451 0.451 0.458 0.431 0.421 0.506 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2021-05-04 14:45:26.0667,213,2a74043d8a5a1bc49da0ed4ae9f481de,anonymous,ReceivingData,0.2893,1,(0.308 0.289 0.394 0.389 0.337 0.340 0.359 0.321 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2021-05-04 14:45:27.3487,304,2a74043d8a5a1bc49da0ed4ae9f481de,anonymous,ReceivingData,0.4673,2,(0.377 0.425 0.453 0.418 0.443 0.470 0.467 0.327 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2021-05-04 14:45:28.5044,386,2a74043d8a5a1bc49da0ed4ae9f481de,anonymous,ReceivingData,0.2805,2,(0.308 0.310 0.281 0.423 0.444 0.390 0.348 0.320 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2021-05-04 14:45:31.5937,606,2a74043d8a5a1bc49da0ed4ae9f481de,anonymous,ReceivingData,0.6584,3,(0.534 0.578 0.595 0.595 0.603 0.614 0.658 0.402 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GameRunning,2021-05-04 14:45:36.2973,941,2a74043d8a5a1bc49da0ed4ae9f481de,anonymous,NULL,NULL,NULL,NULL,Closed,0,0.0000,0.0000,Running,0.0000,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL
Rest,2021-05-04 14:45:39.0001,1135,2a74043d8a5a1bc49da0ed4ae9f481de,anonymous,ReceivingData,0.2995,3,(0.299 0.613 0.517 0.473 0.421 0.381 0.379 0.332 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
