Event,Timestamp,Framecount,SessionID,Email,BCIState,BCIConfidence,InputNumber,BCIThresholdBuffer,InputWindow,InputWindowOrder,InterTrialTimer,InputWindowTimer,GameState,CurrentFabAlarm,AccInputTrialsLeft,AccInputRate,FabInputTrialsLeft,FabInputRate,RejInputTrialsLeft,RejInputRate,AssistSuccessTrialsLeft,AssistSuccessRate,AssistFailTrialsLeft,AssistFailRate,ExplicitShamTrialsLeft,ExplicitShamRate,TrialResult,TrialGoal
BCIStateUpdated,2020-12-02 09:44:26.1693,1,0080bb4d7abef888dc00459ab98e0ceb,anonymous,Connecting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2020-12-02 09:44:29.5690,10,0080bb4d7abef888dc00459ab98e0ceb,anonymous,ReceivingHeader,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2020-12-02 09:44:29.6693,14,0080bb4d7abef888dc00459ab98e0ceb,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-12-02 09:44:46.6437,1232,0080bb4d7abef888dc00459ab98e0ceb,anonymous,ReceivingData,0.7387,1,(0.757 0.730 0.724 0.739 0.733 0.758 0.767 0.782 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-12-02 09:44:46.7825,1242,0080bb4d7abef888dc00459ab98e0ceb,anonymous,ReceivingData,0.6812,1,(0.757 0.730 0.724 0.739 0.712 0.713 0.681 0.782 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-12-02 09:44:47.4088,1287,0080bb4d7abef888dc00459ab98e0ceb,anonymous,ReceivingData,0.7007,2,(0.701 0.719 0.719 0.727 0.748 0.737 0.733 0.706 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-12-02 09:44:47.5617,1297,0080bb4d7abef888dc00459ab98e0ceb,anonymous,ReceivingData,0.6955,2,(0.701 0.708 0.695 0.727 0.748 0.737 0.733 0.706 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-12-02 09:44:48.0623,1333,0080bb4d7abef888dc00459ab98e0ceb,anonymous,ReceivingData,0.7163,3,(0.744 0.733 0.715 0.736 0.716 0.730 0.752 0.752 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-12-02 09:44:48.2021,1343,0080bb4d7abef888dc00459ab98e0ceb,anonymous,ReceivingData,0.6924,3,(0.744 0.733 0.715 0.736 0.716 0.718 0.692 0.752 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-12-02 09:44:48.7033,1379,0080bb4d7abef888dc00459ab98e0ceb,anonymous,ReceivingData,0.7466,4,(0.756 0.748 0.765 0.779 0.775 0.766 0.747 0.718 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
