Event,Timestamp,Framecount,SessionID,Email,BCIConfidence,BCIState
Sample,2020-12-02 09:44:29.6693,14,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.7032,ReceivingData
Sample,2020-12-02 09:44:29.6793,15,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.7159,ReceivingData
Sample,2020-12-02 09:44:29.7901,23,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.7189,ReceivingData
Sample,2020-12-02 09:44:29.8040,24,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.7558,ReceivingData
Sample,2020-12-02 09:44:29.9290,33,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.7265,ReceivingData
Sample,2020-12-02 09:44:29.9440,34,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.7076,ReceivingData
Sample,2020-12-02 09:44:30.0550,42,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.7193,ReceivingData
Sample,2020-12-02 09:44:30.0685,43,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6941,ReceivingData
Sample,2020-12-02 09:44:30.1805,51,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6991,ReceivingData
Sample,2020-12-02 09:44:30.1935,52,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6863,ReceivingData
Sample,2020-12-02 09:44:30.3060,60,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.7001,ReceivingData
Sample,2020-12-02 09:44:30.3200,61,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.7153,ReceivingData
Sample,2020-12-02 09:44:30.4314,69,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.7233,ReceivingData
Sample,2020-12-02 09:44:30.4454,70,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.7580,ReceivingData
Sample,2020-12-02 09:44:30.4599,71,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.7538,ReceivingData
Sample,2020-12-02 09:44:30.5570,78,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.7057,ReceivingData
Sample,2020-12-02 09:44:30.5711,79,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.7114,ReceivingData
Sample,2020-12-02 09:44:30.6830,87,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6855,ReceivingData
Sample,2020-12-02 09:44:30.6965,88,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6630,ReceivingData
Sample,2020-12-02 09:44:30.8223,97,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6439,ReceivingData
Sample,2020-12-02 09:44:30.8358,98,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6698,ReceivingData
Sample,2020-12-02 09:44:30.9473,106,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6627,ReceivingData
Sample,2020-12-02 09:44:30.9618,107,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6397,ReceivingData
Sample,2020-12-02 09:44:31.0731,115,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6432,ReceivingData
Sample,2020-12-02 09:44:31.0871,116,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6354,ReceivingData
Sample,2020-12-02 09:44:31.1989,124,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.5862,ReceivingData
Sample,2020-12-02 09:44:31.2129,125,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6307,ReceivingData
Sample,2020-12-02 09:44:31.3244,133,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.5866,ReceivingData
Sample,2020-12-02 09:44:31.3384,134,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6218,ReceivingData
Sample,2020-12-02 09:44:31.4495,142,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6341,ReceivingData
Sample,2020-12-02 09:44:31.4635,143,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.5651,ReceivingData
Sample,2020-12-02 09:44:31.4775,144,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.5206,ReceivingData
Sample,2020-12-02 09:44:31.5896,152,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.5160,ReceivingData
Sample,2020-12-02 09:44:31.6035,153,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.5160,ReceivingData
Sample,2020-12-02 09:44:31.7144,161,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.5189,ReceivingData
Sample,2020-12-02 09:44:31.7280,162,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.5252,ReceivingData
Sample,2020-12-02 09:44:31.8397,170,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.4657,ReceivingData
Sample,2020-12-02 09:44:31.8537,171,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.4518,ReceivingData
Sample,2020-12-02 09:44:31.9656,179,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.4793,ReceivingData
Sample,2020-12-02 09:44:31.9796,180,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.4677,ReceivingData
Sample,2020-12-02 09:44:32.1046,188,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.4713,ReceivingData
Sample,2020-12-02 09:44:32.1192,189,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.4920,ReceivingData
Sample,2020-12-02 09:44:32.2304,197,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.5067,ReceivingData
Sample,2020-12-02 09:44:32.2444,198,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.5245,ReceivingData
Sample,2020-12-02 09:44:32.3555,206,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.5291,ReceivingData
Sample,2020-12-02 09:44:32.3701,207,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.5114,ReceivingData
Sample,2020-12-02 09:44:32.3846,208,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.5526,ReceivingData
Sample,2020-12-02 09:44:32.4678,214,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6088,ReceivingData
Sample,2020-12-02 09:44:32.4814,215,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6720,ReceivingData
Sample,2020-12-02 09:44:32.6066,224,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6740,ReceivingData
Sample,2020-12-02 09:44:32.6207,225,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6590,ReceivingData
Sample,2020-12-02 09:44:32.7319,233,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6301,ReceivingData
Sample,2020-12-02 09:44:32.7465,234,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6386,ReceivingData
Sample,2020-12-02 09:44:32.8572,242,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6780,ReceivingData
Sample,2020-12-02 09:44:32.8717,243,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6620,ReceivingData
Sample,2020-12-02 09:44:32.9972,252,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6364,ReceivingData
Sample,2020-12-02 09:44:33.0112,253,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6414,ReceivingData
Sample,2020-12-02 09:44:33.1229,261,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6085,ReceivingData
Sample,2020-12-02 09:44:33.1364,262,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6004,ReceivingData
Sample,2020-12-02 09:44:33.2338,269,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.5922,ReceivingData
Sample,2020-12-02 09:44:33.2473,270,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.5553,ReceivingData
Sample,2020-12-02 09:44:33.3735,279,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.5769,ReceivingData
Sample,2020-12-02 09:44:33.3870,280,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.5841,ReceivingData
Sample,2020-12-02 09:44:33.4014,281,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.5344,ReceivingData
Sample,2020-12-02 09:44:33.4986,288,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.5435,ReceivingData
Sample,2020-12-02 09:44:33.5121,289,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.5337,ReceivingData
Sample,2020-12-02 09:44:33.6235,297,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.5490,ReceivingData
Sample,2020-12-02 09:44:33.6371,298,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.5812,ReceivingData
Sample,2020-12-02 09:44:33.7635,307,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.5910,ReceivingData
Sample,2020-12-02 09:44:33.7770,308,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6064,ReceivingData
Sample,2020-12-02 09:44:33.8748,315,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.5865,ReceivingData
Sample,2020-12-02 09:44:33.8887,316,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.5990,ReceivingData
Sample,2020-12-02 09:44:34.0134,325,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.5813,ReceivingData
Sample,2020-12-02 09:44:34.0280,326,0080bb4d7abef888dc00459ab98e0ceb,anonymous,0.6215,ReceivingData
