Event,Timestamp,Framecount,SessionID,Email,BCIState,BCIConfidence,InputNumber,BCIThresholdBuffer,InputWindow,InputWindowOrder,InterTrialTimer,InputWindowTimer,GameState,CurrentFabAlarm,AccInputTrialsLeft,AccInputRate,FabInputTrialsLeft,FabInputRate,RejInputTrialsLeft,RejInputRate,AssistSuccessTrialsLeft,AssistSuccessRate,AssistFailTrialsLeft,AssistFailRate,ExplicitShamTrialsLeft,ExplicitShamRate,TrialResult,TrialGoal
BCIStateUpdated,2021-05-05 13:33:50.9048,1,e8b6e76113130be3cacd03b94f0e9f48,anonymous,Connecting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2021-05-05 13:33:54.5135,9,e8b6e76113130be3cacd03b94f0e9f48,anonymous,ReceivingHeader,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2021-05-05 13:33:54.6004,11,e8b6e76113130be3cacd03b94f0e9f48,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2021-05-05 13:33:57.1841,96,e8b6e76113130be3cacd03b94f0e9f48,anonymous,ReceivingData,0.5361,1,(0.472 0.494 0.510 0.536 0.270 0.385 0.445 0.455 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2021-05-05 13:34:07.0259,407,e8b6e76113130be3cacd03b94f0e9f48,anonymous,ReceivingData,0.1974,1,(0.197 0.295 0.271 0.226 0.241 0.228 0.225 0.215 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2021-05-05 13:34:10.4629,509,e8b6e76113130be3cacd03b94f0e9f48,anonymous,ReceivingData,0.2721,2,(0.232 0.272 0.217 0.228 0.221 0.228 0.230 0.238 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2021-05-05 13:34:10.8532,520,e8b6e76113130be3cacd03b94f0e9f48,anonymous,ReceivingData,0.1990,2,(0.232 0.272 0.236 0.233 0.251 0.233 0.205 0.199 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2021-05-05 13:34:12.8725,580,e8b6e76113130be3cacd03b94f0e9f48,anonymous,ReceivingData,0.3294,3,(0.336 0.329 0.213 0.211 0.252 0.261 0.277 0.284 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2021-05-05 13:34:17.4777,717,e8b6e76113130be3cacd03b94f0e9f48,anonymous,ReceivingData,0.0686,3,(0.458 0.419 0.365 0.349 0.341 0.286 0.069 0.461 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2021-05-05 13:34:18.9090,764,e8b6e76113130be3cacd03b94f0e9f48,anonymous,ReceivingData,0.2682,4,(0.281 0.297 0.289 0.276 0.284 0.272 0.268 0.249 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
