Event,Timestamp,Framecount,SessionID,Email,BCIState,BCIConfidence,InputNumber,BCIThresholdBuffer,InputWindow,InputWindowOrder,InterTrialTimer,InputWindowTimer,GameState,CurrentFabAlarm,AccInputTrialsLeft,AccInputRate,FabInputTrialsLeft,FabInputRate,RejInputTrialsLeft,RejInputRate,AssistSuccessTrialsLeft,AssistSuccessRate,AssistFailTrialsLeft,AssistFailRate,ExplicitShamTrialsLeft,ExplicitShamRate,TrialResult,TrialGoal
BCIStateUpdated,2020-11-30 13:18:50.0648,1,4c9f7a6a0617e6281c0e695a6a75ec53,anonymous,Connecting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2020-11-30 13:18:56.3697,9,4c9f7a6a0617e6281c0e695a6a75ec53,anonymous,ReceivingHeader,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2020-11-30 13:18:56.4092,11,4c9f7a6a0617e6281c0e695a6a75ec53,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-11-30 13:19:07.7684,767,4c9f7a6a0617e6281c0e695a6a75ec53,anonymous,ReceivingData,0.7093,1,(0.676 0.694 0.706 0.730 0.711 0.754 0.692 0.709 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-11-30 13:19:08.0588,787,4c9f7a6a0617e6281c0e695a6a75ec53,anonymous,ReceivingData,0.6455,1,(0.718 0.724 0.711 0.692 0.645 0.754 0.692 0.709 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GameRunning,2020-11-30 13:19:09.4301,884,4c9f7a6a0617e6281c0e695a6a75ec53,anonymous,NULL,NULL,NULL,NULL,Closed,0,0.0000,0.0000,Running,0.0000,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL
MotorImagery,2020-11-30 13:19:15.8008,1340,4c9f7a6a0617e6281c0e695a6a75ec53,anonymous,ReceivingData,0.7382,2,(0.748 0.808 0.804 0.802 0.750 0.738 0.689 0.726 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-11-30 13:19:16.5810,1396,4c9f7a6a0617e6281c0e695a6a75ec53,anonymous,ReceivingData,0.6325,2,(0.699 0.681 0.632 0.820 0.775 0.739 0.681 0.705 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-11-30 13:19:17.0963,1433,4c9f7a6a0617e6281c0e695a6a75ec53,anonymous,ReceivingData,0.7318,3,(0.762 0.778 0.787 0.732 0.728 0.746 0.740 0.763 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-11-30 13:19:17.6389,1472,4c9f7a6a0617e6281c0e695a6a75ec53,anonymous,ReceivingData,0.5838,3,(0.738 0.741 0.728 0.690 0.584 0.767 0.774 0.738 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
