SessionID,Timestamp,Framecount,Email,DeviceID,FabInputTrials,AccInputTrials,RejInputTrials,Trials,InterTrialInterval_sec,InputWindow_sec,noInputReceivedFabAlarm_sec,FabAlarmVariability_sec,ConfidenceThreshold,BCIProcessingMode,ConsecutiveThresholdBufferSize
1ce8fff259f509d5c5c76785c5ee7be2,2020-11-30 14:39:55.2252,1,anonymous,00b8d7c89be5424fbcda921781072333ff2eef21,0,30,0,30,12.0000,6.0000,3.0000,1.9000,0.7000,ConsecutiveThreshold,8
