Event,Timestamp,Framecount,SessionID,Email,BCIState,InputWindow,InputWindowOrder,InterTrialTimer,InputWindowTimer,GameState,CurrentFabAlarm,AccInputTrialsLeft,AccInputRate,FabInputTrialsLeft,FabInputRate,RejInputTrialsLeft,RejInputRate,AssistSuccessTrialsLeft,AssistSuccessRate,AssistFailTrialsLeft,AssistFailRate,ExplicitShamTrialsLeft,ExplicitShamRate,TrialResult,BCIConfidence,InputNumber,BCIThresholdBuffer,TrialGoal
BCIStateUpdated,2020-11-26 13:19:43.6166,1,686a70850a44f0b57f9f684786d8a61e,anonymous,Connecting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2020-11-26 13:19:46.8906,6,686a70850a44f0b57f9f684786d8a61e,anonymous,ReceivingHeader,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2020-11-26 13:19:46.9966,9,686a70850a44f0b57f9f684786d8a61e,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GameRunning,2020-11-26 13:20:13.4171,1872,686a70850a44f0b57f9f684786d8a61e,anonymous,NULL,Closed,0,0.0000,0.0000,Running,0.0000,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
MotorImagery,2020-11-26 13:20:15.2342,2002,686a70850a44f0b57f9f684786d8a61e,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7284,1,(0.728 0.727 0.738 0.753 0.738 0.751 0.751 0.762 ),NULL
Rest,2020-11-26 13:20:15.3594,2011,686a70850a44f0b57f9f684786d8a61e,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6458,1,(0.728 0.710 0.646 0.753 0.738 0.751 0.751 0.762 ),NULL
MotorImagery,2020-11-26 13:20:22.8919,2551,686a70850a44f0b57f9f684786d8a61e,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7486,2,(0.749 0.724 0.750 0.765 0.764 0.753 0.752 0.742 ),NULL
Rest,2020-11-26 13:20:23.0171,2560,686a70850a44f0b57f9f684786d8a61e,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6863,2,(0.749 0.686 0.750 0.765 0.764 0.753 0.752 0.742 ),NULL
InputWindowChange,2020-11-26 13:20:25.4005,2731,686a70850a44f0b57f9f684786d8a61e,anonymous,NULL,Open,0,0.0000,0.0000,Running,2.1350,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
MotorImagery,2020-11-26 13:20:28.0163,2919,686a70850a44f0b57f9f684786d8a61e,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7357,3,(0.734 0.734 0.747 0.750 0.745 0.736 0.736 0.747 ),NULL
InputWindowChange,2020-11-26 13:20:28.0163,2919,686a70850a44f0b57f9f684786d8a61e,anonymous,NULL,Closed,0,-3.3819,0.0000,Running,2.1350,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
GameDecision,2020-11-26 13:20:28.0243,2919,686a70850a44f0b57f9f684786d8a61e,anonymous,NULL,Closed,0,-3.3819,0.0000,Running,2.1350,29,0.0333,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,AccInput,NULL,NULL,NULL,AccInput
Rest,2020-11-26 13:20:28.5172,2955,686a70850a44f0b57f9f684786d8a61e,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6933,3,(0.744 0.772 0.770 0.760 0.704 0.718 0.693 0.737 ),NULL
MotorImagery,2020-11-26 13:20:39.7541,3762,686a70850a44f0b57f9f684786d8a61e,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7374,4,(0.735 0.737 0.711 0.736 0.723 0.733 0.715 0.733 ),NULL
Rest,2020-11-26 13:20:40.3944,3808,686a70850a44f0b57f9f684786d8a61e,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6815,4,(0.759 0.772 0.739 0.682 0.729 0.752 0.753 0.775 ),NULL
InputWindowChange,2020-11-26 13:20:43.4024,4023,686a70850a44f0b57f9f684786d8a61e,anonymous,NULL,Open,1,0.0000,0.0000,Running,4.4405,29,0.0333,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
MotorImagery,2020-11-26 13:20:44.6134,4110,686a70850a44f0b57f9f684786d8a61e,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7235,5,(0.703 0.721 0.723 0.724 0.721 0.729 0.715 0.727 ),NULL
InputWindowChange,2020-11-26 13:20:44.6134,4110,686a70850a44f0b57f9f684786d8a61e,anonymous,NULL,Closed,1,-4.7869,0.0000,Running,4.4405,29,0.0333,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
GameDecision,2020-11-26 13:20:44.6143,4110,686a70850a44f0b57f9f684786d8a61e,anonymous,NULL,Closed,1,-4.7869,0.0000,Running,4.4405,28,0.0667,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,AccInput,NULL,NULL,NULL,AccInput
Rest,2020-11-26 13:20:44.8643,4128,686a70850a44f0b57f9f684786d8a61e,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6949,5,(0.703 0.721 0.723 0.724 0.727 0.721 0.695 0.727 ),NULL
MotorImagery,2020-11-26 13:20:47.5647,4322,686a70850a44f0b57f9f684786d8a61e,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7232,6,(0.719 0.738 0.742 0.734 0.723 0.707 0.710 0.737 ),NULL
Rest,2020-11-26 13:20:48.4564,4383,686a70850a44f0b57f9f684786d8a61e,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6902,6,(0.764 0.721 0.706 0.690 0.760 0.793 0.800 0.809 ),NULL
MotorImagery,2020-11-26 13:20:54.0661,4779,686a70850a44f0b57f9f684786d8a61e,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7491,7,(0.749 0.714 0.716 0.713 0.722 0.722 0.733 0.740 ),NULL
