Event,Timestamp,Framecount,SessionID,Email,BCIState,InputWindow,InputWindowOrder,InterTrialTimer,InputWindowTimer,GameState,CurrentFabAlarm,AccInputTrialsLeft,AccInputRate,FabInputTrialsLeft,FabInputRate,RejInputTrialsLeft,RejInputRate,AssistSuccessTrialsLeft,AssistSuccessRate,AssistFailTrialsLeft,AssistFailRate,ExplicitShamTrialsLeft,ExplicitShamRate,TrialResult,BCIConfidence,InputNumber,BCIThresholdBuffer,TrialGoal
BCIStateUpdated,2020-11-26 13:30:36.3960,1,4acd356381354ef207b3ddf0c5d72814,anonymous,Connecting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2020-11-26 13:30:39.7533,8,4acd356381354ef207b3ddf0c5d72814,anonymous,ReceivingHeader,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2020-11-26 13:30:39.8303,12,4acd356381354ef207b3ddf0c5d72814,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GameRunning,2020-11-26 13:30:56.8684,1234,4acd356381354ef207b3ddf0c5d72814,anonymous,NULL,Closed,0,0.0000,0.0000,Running,0.0000,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
MotorImagery,2020-11-26 13:31:01.4270,1560,4acd356381354ef207b3ddf0c5d72814,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7155,1,(0.716 0.727 0.730 0.747 0.744 0.735 0.730 0.728 ),NULL
Rest,2020-11-26 13:31:01.5793,1571,4acd356381354ef207b3ddf0c5d72814,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6876,1,(0.716 0.731 0.728 0.705 0.688 0.735 0.730 0.728 ),NULL
MotorImagery,2020-11-26 13:31:07.3317,1984,4acd356381354ef207b3ddf0c5d72814,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7287,2,(0.728 0.745 0.737 0.721 0.729 0.712 0.726 0.727 ),NULL
Rest,2020-11-26 13:31:07.4427,1992,4acd356381354ef207b3ddf0c5d72814,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6754,2,(0.728 0.745 0.737 0.721 0.729 0.719 0.675 0.727 ),NULL
InputWindowChange,2020-11-26 13:31:08.8499,2093,4acd356381354ef207b3ddf0c5d72814,anonymous,NULL,Open,0,0.0000,0.0000,Running,1.9219,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
MotorImagery,2020-11-26 13:31:11.1604,2259,4acd356381354ef207b3ddf0c5d72814,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7526,3,(0.729 0.730 0.742 0.753 0.701 0.708 0.725 0.723 ),NULL
InputWindowChange,2020-11-26 13:31:11.1604,2259,4acd356381354ef207b3ddf0c5d72814,anonymous,NULL,Closed,0,-3.6890,0.0000,Running,1.9219,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
GameDecision,2020-11-26 13:31:11.1638,2259,4acd356381354ef207b3ddf0c5d72814,anonymous,NULL,Closed,0,-3.6890,0.0000,Running,1.9219,29,0.0333,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,AccInput,NULL,NULL,NULL,AccInput
Rest,2020-11-26 13:31:13.1792,2403,4acd356381354ef207b3ddf0c5d72814,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6838,3,(0.787 0.777 0.759 0.766 0.724 0.684 0.795 0.793 ),NULL
