Event,Timestamp,Framecount,SessionID,Email,BCIState,BCIConfidence,InputNumber,BCIThresholdBuffer,InputWindow,InputWindowOrder,InterTrialTimer,InputWindowTimer,GameState,CurrentFabAlarm,AccInputTrialsLeft,AccInputRate,FabInputTrialsLeft,FabInputRate,RejInputTrialsLeft,RejInputRate,AssistSuccessTrialsLeft,AssistSuccessRate,AssistFailTrialsLeft,AssistFailRate,ExplicitShamTrialsLeft,ExplicitShamRate,TrialResult,TrialGoal
BCIStateUpdated,2020-11-30 10:07:55.5909,1,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,Connecting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2020-11-30 10:07:59.2004,4,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingHeader,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2020-11-30 10:07:59.3362,9,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-11-30 10:07:59.7281,37,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingData,0.3596,1,(0.383 0.381 0.354 0.358 0.389 0.397 0.369 0.360 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-11-30 10:07:59.8394,45,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingData,0.3492,1,(0.349 0.381 0.354 0.358 0.389 0.397 0.369 0.360 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-11-30 10:08:18.3928,1375,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingData,0.3599,2,(0.352 0.374 0.386 0.372 0.369 0.380 0.366 0.360 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-11-30 10:08:18.6434,1393,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingData,0.3352,2,(0.380 0.377 0.358 0.335 0.369 0.380 0.366 0.360 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GameRunning,2020-11-30 10:08:19.2748,1438,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,NULL,NULL,NULL,NULL,Closed,0,0.0000,0.0000,Running,0.0000,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL
MotorImagery,2020-11-30 10:08:19.6450,1465,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingData,0.4026,3,(0.386 0.394 0.374 0.403 0.375 0.354 0.371 0.373 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-11-30 10:08:20.0349,1493,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingData,0.3275,3,(0.372 0.357 0.327 0.403 0.438 0.438 0.433 0.406 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-11-30 10:08:22.9742,1704,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingData,0.3702,4,(0.360 0.355 0.360 0.370 0.361 0.374 0.376 0.381 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-11-30 10:08:23.0985,1713,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingData,0.3162,4,(0.360 0.355 0.360 0.370 0.316 0.374 0.376 0.381 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-11-30 10:08:24.1282,1787,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingData,0.4933,5,(0.360 0.377 0.386 0.374 0.392 0.460 0.493 0.351 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-11-30 10:08:27.9433,2059,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingData,0.3158,5,(0.465 0.424 0.419 0.427 0.367 0.316 0.461 0.475 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
InputWindowChange,2020-11-30 10:08:31.2588,2293,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,NULL,NULL,NULL,NULL,Open,0,0.0000,0.0000,Running,4.6001,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL
InputWindowChange,2020-11-30 10:08:37.2587,2723,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,NULL,NULL,NULL,NULL,Closed,0,0.0024,0.0000,Running,4.6001,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL
GameDecision,2020-11-30 10:08:37.2617,2723,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,NULL,NULL,NULL,NULL,Closed,0,0.0024,0.0000,Running,4.6001,30,0.0000,0,0.0000,0,0.0333,0,0.0000,0,0.0000,0,0.0000,RejInput,AccInput
MotorImagery,2020-11-30 10:08:37.9128,2770,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingData,0.3685,6,(0.382 0.394 0.401 0.385 0.373 0.368 0.363 0.379 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-11-30 10:08:38.0387,2779,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingData,0.3454,6,(0.382 0.394 0.401 0.385 0.373 0.368 0.345 0.379 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-11-30 10:08:40.7252,2972,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingData,0.3638,7,(0.408 0.388 0.366 0.364 0.374 0.428 0.410 0.412 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-11-30 10:08:40.9767,2990,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingData,0.3075,7,(0.408 0.388 0.366 0.364 0.353 0.376 0.361 0.307 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-11-30 10:08:46.7270,3403,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingData,0.4548,8,(0.357 0.364 0.379 0.376 0.384 0.437 0.431 0.455 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
InputWindowChange,2020-11-30 10:08:49.2612,3585,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,NULL,NULL,NULL,NULL,Open,1,0.0000,0.0000,Running,1.2870,30,0.0000,0,0.0000,0,0.0333,0,0.0000,0,0.0000,0,0.0000,NA,NULL
Rest,2020-11-30 10:08:49.3033,3588,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingData,0.3460,8,(0.353 0.353 0.376 0.346 0.397 0.366 0.372 0.371 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-11-30 10:08:51.3497,3735,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingData,0.4572,9,(0.381 0.418 0.420 0.407 0.433 0.457 0.360 0.383 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
InputWindowChange,2020-11-30 10:08:51.3497,3735,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,NULL,NULL,NULL,NULL,Closed,1,-3.9102,0.0000,Running,1.2870,30,0.0000,0,0.0000,0,0.0333,0,0.0000,0,0.0000,0,0.0000,NA,NULL
GameDecision,2020-11-30 10:08:51.3512,3735,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,NULL,NULL,NULL,NULL,Closed,1,-3.9102,0.0000,Running,1.2870,29,0.0333,0,0.0000,0,0.0333,0,0.0000,0,0.0000,0,0.0000,AccInput,AccInput
Rest,2020-11-30 10:08:51.9628,3779,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingData,0.2981,9,(0.473 0.433 0.463 0.411 0.372 0.350 0.298 0.459 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-11-30 10:08:53.3554,3879,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingData,0.4221,10,(0.372 0.409 0.411 0.431 0.433 0.429 0.422 0.369 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-11-30 10:08:53.7450,3907,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingData,0.3380,10,(0.429 0.426 0.432 0.379 0.338 0.429 0.422 0.429 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-11-30 10:08:55.0395,4000,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingData,0.3721,11,(0.427 0.401 0.380 0.372 0.416 0.427 0.432 0.458 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-11-30 10:08:57.7408,4194,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingData,0.3272,11,(0.327 0.404 0.415 0.409 0.420 0.427 0.430 0.380 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-11-30 10:08:58.2281,4229,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingData,0.3897,12,(0.390 0.357 0.375 0.391 0.410 0.413 0.407 0.388 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-11-30 10:08:58.9938,4284,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingData,0.3130,12,(0.394 0.400 0.381 0.367 0.359 0.313 0.382 0.370 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-11-30 10:09:03.2133,4587,a83fba89aab9c3ef302cf59dca4dfdf2,anonymous,ReceivingData,0.3736,13,(0.382 0.380 0.386 0.374 0.371 0.404 0.385 0.389 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
