Event,Timestamp,Framecount,SessionID,Email,BCIState,BCIConfidence,InputNumber,BCIThresholdBuffer,InputWindow,InputWindowOrder,InterTrialTimer,InputWindowTimer,GameState,CurrentFabAlarm,AccInputTrialsLeft,AccInputRate,FabInputTrialsLeft,FabInputRate,RejInputTrialsLeft,RejInputRate,AssistSuccessTrialsLeft,AssistSuccessRate,AssistFailTrialsLeft,AssistFailRate,ExplicitShamTrialsLeft,ExplicitShamRate,TrialResult,TrialGoal
BCIStateUpdated,2021-05-05 15:05:56.7106,1,e5684e8f7e214a0118a31a8587cb705d,anonymous,Connecting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2021-05-05 15:05:59.5982,12,e5684e8f7e214a0118a31a8587cb705d,anonymous,ReceivingHeader,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2021-05-05 15:05:59.6504,15,e5684e8f7e214a0118a31a8587cb705d,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2021-05-05 15:06:00.9282,95,e5684e8f7e214a0118a31a8587cb705d,anonymous,ReceivingData,0.3493,1,(0.215 0.238 0.262 0.275 0.354 0.332 0.349 0.209 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2021-05-05 15:06:19.1944,1403,e5684e8f7e214a0118a31a8587cb705d,anonymous,ReceivingData,0.1853,1,(0.300 0.326 0.314 0.315 0.301 0.299 0.279 0.185 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2021-05-05 15:06:19.8349,1449,e5684e8f7e214a0118a31a8587cb705d,anonymous,ReceivingData,0.3719,2,(0.366 0.372 0.208 0.218 0.248 0.250 0.287 0.360 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2021-05-05 15:06:22.3977,1633,e5684e8f7e214a0118a31a8587cb705d,anonymous,ReceivingData,0.1529,2,(0.245 0.226 0.210 0.214 0.153 0.368 0.293 0.271 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2021-05-05 15:06:23.0514,1680,e5684e8f7e214a0118a31a8587cb705d,anonymous,ReceivingData,0.3396,3,(0.340 0.214 0.247 0.243 0.238 0.277 0.356 0.362 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2021-05-05 15:06:28.7878,2092,e5684e8f7e214a0118a31a8587cb705d,anonymous,ReceivingData,0.1976,3,(0.454 0.410 0.365 0.350 0.290 0.233 0.218 0.198 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2021-05-05 15:06:29.3026,2129,e5684e8f7e214a0118a31a8587cb705d,anonymous,ReceivingData,0.3440,4,(0.344 0.211 0.212 0.232 0.259 0.310 0.327 0.327 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
