Event,Timestamp,Framecount,SessionID,Email,BCIState,InputWindow,InputWindowOrder,InterTrialTimer,InputWindowTimer,GameState,CurrentFabAlarm,AccInputTrialsLeft,AccInputRate,FabInputTrialsLeft,FabInputRate,RejInputTrialsLeft,RejInputRate,AssistSuccessTrialsLeft,AssistSuccessRate,AssistFailTrialsLeft,AssistFailRate,ExplicitShamTrialsLeft,ExplicitShamRate,TrialResult,BCIConfidence,InputNumber,BCIThresholdBuffer,TrialGoal
BCIStateUpdated,2020-12-01 09:50:19.3521,1,16354652f2e345b0133dd2117ba685ae,anonymous,Connecting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2020-12-01 09:50:22.9294,10,16354652f2e345b0133dd2117ba685ae,anonymous,ReceivingHeader,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2020-12-01 09:50:22.9823,11,16354652f2e345b0133dd2117ba685ae,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GameRunning,2020-12-01 09:50:44.0480,1521,16354652f2e345b0133dd2117ba685ae,anonymous,NULL,Closed,0,0.0000,0.0000,Running,0.0000,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
InputWindowChange,2020-12-01 09:50:56.0306,2308,16354652f2e345b0133dd2117ba685ae,anonymous,NULL,Open,0,0.0000,0.0000,Running,3.6273,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
MotorImagery,2020-12-01 09:51:00.7911,2637,16354652f2e345b0133dd2117ba685ae,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7085,1,(0.704 0.709 0.667 0.673 0.667 0.685 0.711 0.691 ),NULL
InputWindowChange,2020-12-01 09:51:00.7946,2637,16354652f2e345b0133dd2117ba685ae,anonymous,NULL,Closed,0,-1.2374,0.0000,Running,3.6273,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
GameDecision,2020-12-01 09:51:00.7971,2637,16354652f2e345b0133dd2117ba685ae,anonymous,NULL,Closed,0,-1.2374,0.0000,Running,3.6273,29,0.0333,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,AccInput,NULL,NULL,NULL,AccInput
Rest,2020-12-01 09:51:01.4167,2682,16354652f2e345b0133dd2117ba685ae,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6099,1,(0.684 0.710 0.686 0.667 0.610 0.737 0.737 0.723 ),NULL
MotorImagery,2020-12-01 09:51:10.7191,3348,16354652f2e345b0133dd2117ba685ae,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7281,2,(0.737 0.684 0.689 0.680 0.705 0.722 0.728 0.663 ),NULL
