SessionID,Timestamp,Framecount,Email,DeviceID,FabInputTrials,AccInputTrials,RejInputTrials,Trials,InterTrialInterval_sec,InputWindow_sec,noInputReceivedFabAlarm_sec,FabAlarmVariability_sec,ConfidenceThreshold,BCIProcessingMode,ConsecutiveThresholdBufferSize
78ca31b7dc1a2fd354dd869b82e9f013,2021-05-04 11:10:36.3342,1,anonymous,9196408b20cfe467f0c02c1baa087bb2e3c9fc46,0,30,0,30,12.0000,5.0000,0.5000,0.5000,0.3000,ConsecutiveThreshold,8
