Event,Timestamp,Framecount,SessionID,Email,BCIState,BCIConfidence,InputNumber,BCIThresholdBuffer,InputWindow,InputWindowOrder,InterTrialTimer,InputWindowTimer,GameState,CurrentFabAlarm,AccInputTrialsLeft,AccInputRate,FabInputTrialsLeft,FabInputRate,RejInputTrialsLeft,RejInputRate,AssistSuccessTrialsLeft,AssistSuccessRate,AssistFailTrialsLeft,AssistFailRate,ExplicitShamTrialsLeft,ExplicitShamRate,TrialResult,TrialGoal
BCIStateUpdated,2020-12-02 13:55:57.3128,1,424569de2e399914d4f54a952dcc20c4,anonymous,Connecting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2020-12-02 13:56:00.8662,10,424569de2e399914d4f54a952dcc20c4,anonymous,ReceivingHeader,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2020-12-02 13:56:00.9293,11,424569de2e399914d4f54a952dcc20c4,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-12-02 13:56:11.1283,739,424569de2e399914d4f54a952dcc20c4,anonymous,ReceivingData,0.7640,1,(0.766 0.767 0.765 0.764 0.752 0.749 0.764 0.773 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-12-02 13:56:11.5033,766,424569de2e399914d4f54a952dcc20c4,anonymous,ReceivingData,0.6928,1,(0.744 0.712 0.693 0.764 0.756 0.762 0.768 0.744 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2020-12-02 13:56:17.5186,1198,424569de2e399914d4f54a952dcc20c4,anonymous,ReceivingData,0.7203,2,(0.733 0.739 0.732 0.715 0.702 0.720 0.718 0.730 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2020-12-02 13:56:17.6575,1208,424569de2e399914d4f54a952dcc20c4,anonymous,ReceivingData,0.6937,2,(0.694 0.739 0.732 0.715 0.702 0.720 0.738 0.714 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GameRunning,2020-12-02 13:56:44.3158,3100,424569de2e399914d4f54a952dcc20c4,anonymous,NULL,NULL,NULL,NULL,Closed,0,0.0000,0.0000,Running,0.0000,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL
InputWindowChange,2020-12-02 13:56:56.2943,3950,424569de2e399914d4f54a952dcc20c4,anonymous,NULL,NULL,NULL,NULL,Open,0,0.0000,0.0000,Running,3.9882,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL
InputWindowChange,2020-12-02 13:57:02.2961,4374,424569de2e399914d4f54a952dcc20c4,anonymous,NULL,NULL,NULL,NULL,Closed,0,0.0012,0.0000,Running,3.9882,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL
GameDecision,2020-12-02 13:57:02.2986,4374,424569de2e399914d4f54a952dcc20c4,anonymous,NULL,NULL,NULL,NULL,Closed,0,0.0012,0.0000,Running,3.9882,30,0.0000,0,0.0000,0,0.0333,0,0.0000,0,0.0000,0,0.0000,RejInput,AccInput
MotorImagery,2020-12-02 13:57:07.9637,4737,424569de2e399914d4f54a952dcc20c4,anonymous,ReceivingData,0.7603,3,(0.757 0.760 0.701 0.728 0.747 0.736 0.731 0.737 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
