Event,Timestamp,Framecount,SessionID,Email,BCIState,InputWindow,InputWindowOrder,InterTrialTimer,InputWindowTimer,GameState,CurrentFabAlarm,AccInputTrialsLeft,AccInputRate,FabInputTrialsLeft,FabInputRate,RejInputTrialsLeft,RejInputRate,AssistSuccessTrialsLeft,AssistSuccessRate,AssistFailTrialsLeft,AssistFailRate,ExplicitShamTrialsLeft,ExplicitShamRate,TrialResult,TrialGoal,BCIConfidence,InputNumber,BCIThresholdBuffer
MotorImagery,2020-11-26 14:53:57.7458,10987,779b466aa3ad21ca46456d092e67ffe2,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6200,15,(0.620 0.511 0.525 0.545 0.568 0.588 0.617 0.617 )
InputWindowChange,2020-11-26 14:53:57.7468,10987,779b466aa3ad21ca46456d092e67ffe2,anonymous,NULL,Closed,7,-2.4889,0.0000,Running,4.4250,26,0.1333,0,0.0000,0,0.1000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
GameDecision,2020-11-26 14:53:57.7478,10987,779b466aa3ad21ca46456d092e67ffe2,anonymous,NULL,Closed,7,-2.4889,0.0000,Running,4.4250,25,0.1667,0,0.0000,0,0.1000,0,0.0000,0,0.0000,0,0.0000,AccInput,AccInput,NULL,NULL,NULL
Rest,2020-11-26 14:53:59.2628,11096,779b466aa3ad21ca46456d092e67ffe2,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4703,15,(0.536 0.470 0.693 0.697 0.700 0.695 0.671 0.621 )
MotorImagery,2020-11-26 14:54:05.1524,11516,779b466aa3ad21ca46456d092e67ffe2,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6763,16,(0.603 0.618 0.674 0.676 0.538 0.565 0.566 0.581 )
Rest,2020-11-26 14:54:07.1839,11662,779b466aa3ad21ca46456d092e67ffe2,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4789,16,(0.697 0.671 0.645 0.578 0.510 0.479 0.764 0.712 )
InputWindowChange,2020-11-26 14:54:12.2397,12023,779b466aa3ad21ca46456d092e67ffe2,anonymous,NULL,Open,8,0.0000,0.0000,Running,2.6897,25,0.1667,0,0.0000,0,0.1000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
MotorImagery,2020-11-26 14:54:14.1049,12156,779b466aa3ad21ca46456d092e67ffe2,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5098,17,(0.523 0.510 0.520 0.549 0.572 0.554 0.541 0.534 )
InputWindowChange,2020-11-26 14:54:14.1059,12156,779b466aa3ad21ca46456d092e67ffe2,anonymous,NULL,Closed,8,-4.1329,0.0000,Running,2.6897,25,0.1667,0,0.0000,0,0.1000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
GameDecision,2020-11-26 14:54:14.1064,12156,779b466aa3ad21ca46456d092e67ffe2,anonymous,NULL,Closed,8,-4.1329,0.0000,Running,2.6897,24,0.2000,0,0.0000,0,0.1000,0,0.0000,0,0.0000,0,0.0000,AccInput,AccInput,NULL,NULL,NULL
Rest,2020-11-26 14:54:14.3418,12173,779b466aa3ad21ca46456d092e67ffe2,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4701,17,(0.523 0.510 0.505 0.512 0.506 0.470 0.541 0.534 )
MotorImagery,2020-11-26 14:54:29.4491,13252,779b466aa3ad21ca46456d092e67ffe2,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5707,18,(0.576 0.582 0.571 0.545 0.561 0.563 0.573 0.583 )
Rest,2020-11-26 14:54:29.8115,13278,779b466aa3ad21ca46456d092e67ffe2,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4955,18,(0.576 0.582 0.571 0.558 0.535 0.520 0.506 0.495 )
InputWindowChange,2020-11-26 14:54:30.2432,13309,779b466aa3ad21ca46456d092e67ffe2,anonymous,NULL,Open,9,0.0000,0.0000,Running,2.2682,24,0.2000,0,0.0000,0,0.1000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
MotorImagery,2020-11-26 14:54:34.7955,13634,779b466aa3ad21ca46456d092e67ffe2,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5636,19,(0.606 0.598 0.583 0.564 0.510 0.516 0.560 0.601 )
InputWindowChange,2020-11-26 14:54:34.7965,13634,779b466aa3ad21ca46456d092e67ffe2,anonymous,NULL,Closed,9,-1.4467,0.0000,Running,2.2682,24,0.2000,0,0.0000,0,0.1000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
GameDecision,2020-11-26 14:54:34.7965,13634,779b466aa3ad21ca46456d092e67ffe2,anonymous,NULL,Closed,9,-1.4467,0.0000,Running,2.2682,23,0.2333,0,0.0000,0,0.1000,0,0.0000,0,0.0000,0,0.0000,AccInput,AccInput,NULL,NULL,NULL
Rest,2020-11-26 14:54:36.1888,13733,779b466aa3ad21ca46456d092e67ffe2,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4458,19,(0.524 0.512 0.446 0.609 0.621 0.636 0.593 0.547 )
InputWindowChange,2020-11-26 14:54:48.2466,14595,779b466aa3ad21ca46456d092e67ffe2,anonymous,NULL,Open,10,0.0000,0.0000,Running,4.4148,23,0.2333,0,0.0000,0,0.1000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
InputWindowChange,2020-11-26 14:54:54.2474,15024,779b466aa3ad21ca46456d092e67ffe2,anonymous,NULL,Closed,10,0.0010,0.0000,Running,4.4148,23,0.2333,0,0.0000,0,0.1000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
GameDecision,2020-11-26 14:54:54.2489,15024,779b466aa3ad21ca46456d092e67ffe2,anonymous,NULL,Closed,10,0.0010,0.0000,Running,4.4148,23,0.2333,0,0.0000,0,0.1333,0,0.0000,0,0.0000,0,0.0000,RejInput,AccInput,NULL,NULL,NULL
InputWindowChange,2020-11-26 14:55:06.2512,15881,779b466aa3ad21ca46456d092e67ffe2,anonymous,NULL,Open,11,0.0000,0.0000,Running,1.8254,23,0.2333,0,0.0000,0,0.1333,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
