Event,Timestamp,Framecount,SessionID,Email,BCIState,InputWindow,InputWindowOrder,InterTrialTimer,InputWindowTimer,GameState,CurrentFabAlarm,AccInputTrialsLeft,AccInputRate,FabInputTrialsLeft,FabInputRate,RejInputTrialsLeft,RejInputRate,AssistSuccessTrialsLeft,AssistSuccessRate,AssistFailTrialsLeft,AssistFailRate,ExplicitShamTrialsLeft,ExplicitShamRate,TrialResult,BCIConfidence,InputNumber,BCIThresholdBuffer,TrialGoal
BCIStateUpdated,2020-11-27 13:37:56.1841,1,111fbeecdbbb50238cd86d5384720c86,anonymous,Connecting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2020-11-27 13:37:59.7008,9,111fbeecdbbb50238cd86d5384720c86,anonymous,ReceivingHeader,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2020-11-27 13:37:59.8222,16,111fbeecdbbb50238cd86d5384720c86,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GameRunning,2020-11-27 13:38:19.9034,1397,111fbeecdbbb50238cd86d5384720c86,anonymous,NULL,Closed,0,0.0000,0.0000,Running,0.0000,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
MotorImagery,2020-11-27 13:38:26.1193,1835,111fbeecdbbb50238cd86d5384720c86,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7907,1,(0.702 0.709 0.725 0.722 0.741 0.773 0.785 0.791 ),NULL
Rest,2020-11-27 13:38:27.3023,1911,111fbeecdbbb50238cd86d5384720c86,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6093,1,(0.737 0.760 0.768 0.735 0.609 0.737 0.735 0.738 ),NULL
MotorImagery,2020-11-27 13:38:31.2422,2182,111fbeecdbbb50238cd86d5384720c86,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7482,2,(0.725 0.729 0.740 0.710 0.739 0.760 0.748 0.703 ),NULL
InputWindowChange,2020-11-27 13:38:31.8853,2227,111fbeecdbbb50238cd86d5384720c86,anonymous,NULL,Open,0,0.0000,0.0000,Running,4.1795,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
Rest,2020-11-27 13:38:34.3206,2395,111fbeecdbbb50238cd86d5384720c86,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6989,2,(0.741 0.699 0.765 0.772 0.765 0.748 0.735 0.756 ),NULL
MotorImagery,2020-11-27 13:38:35.3362,2464,111fbeecdbbb50238cd86d5384720c86,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7620,3,(0.736 0.762 0.762 0.713 0.726 0.729 0.729 0.728 ),NULL
InputWindowChange,2020-11-27 13:38:35.3372,2464,111fbeecdbbb50238cd86d5384720c86,anonymous,NULL,Closed,0,-2.5465,0.0000,Running,4.1795,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
GameDecision,2020-11-27 13:38:35.3397,2464,111fbeecdbbb50238cd86d5384720c86,anonymous,NULL,Closed,0,-2.5465,0.0000,Running,4.1795,29,0.0333,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,AccInput,NULL,NULL,NULL,AccInput
Rest,2020-11-27 13:38:36.2281,2528,111fbeecdbbb50238cd86d5384720c86,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5625,3,(0.704 0.562 0.774 0.754 0.767 0.776 0.787 0.740 ),NULL
MotorImagery,2020-11-27 13:38:44.5124,3115,111fbeecdbbb50238cd86d5384720c86,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7500,4,(0.799 0.789 0.750 0.724 0.754 0.775 0.795 0.815 ),NULL
Rest,2020-11-27 13:38:44.6368,3124,111fbeecdbbb50238cd86d5384720c86,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6293,4,(0.799 0.789 0.750 0.767 0.726 0.629 0.795 0.815 ),NULL
InputWindowChange,2020-11-27 13:38:49.8876,3499,111fbeecdbbb50238cd86d5384720c86,anonymous,NULL,Open,1,0.0000,0.0000,Running,3.6996,29,0.0333,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
MotorImagery,2020-11-27 13:38:50.9168,3572,111fbeecdbbb50238cd86d5384720c86,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8656,5,(0.768 0.787 0.826 0.850 0.851 0.853 0.866 0.743 ),NULL
InputWindowChange,2020-11-27 13:38:50.9168,3572,111fbeecdbbb50238cd86d5384720c86,anonymous,NULL,Closed,1,-4.9712,0.0000,Running,3.6996,29,0.0333,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL,NULL,NULL,NULL
GameDecision,2020-11-27 13:38:50.9178,3572,111fbeecdbbb50238cd86d5384720c86,anonymous,NULL,Closed,1,-4.9712,0.0000,Running,3.6996,28,0.0667,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,AccInput,NULL,NULL,NULL,AccInput
Rest,2020-11-27 13:38:51.7953,3635,111fbeecdbbb50238cd86d5384720c86,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6736,5,(0.732 0.740 0.741 0.721 0.674 0.780 0.763 0.741 ),NULL
