Event,Timestamp,Framecount,SessionID,Email,BCIState,BCIConfidence,InputNumber,BCIThresholdBuffer,InputWindow,InputWindowOrder,InterTrialTimer,InputWindowTimer,GameState,CurrentFabAlarm,AccInputTrialsLeft,AccInputRate,FabInputTrialsLeft,FabInputRate,RejInputTrialsLeft,RejInputRate,AssistSuccessTrialsLeft,AssistSuccessRate,AssistFailTrialsLeft,AssistFailRate,ExplicitShamTrialsLeft,ExplicitShamRate,TrialResult,TrialGoal
BCIStateUpdated,2021-05-04 14:30:27.0723,1,5f29f3c30d7276e186179d57bc5fb12f,anonymous,Connecting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2021-05-04 14:30:30.0923,9,5f29f3c30d7276e186179d57bc5fb12f,anonymous,ReceivingHeader,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BCIStateUpdated,2021-05-04 14:30:30.1950,12,5f29f3c30d7276e186179d57bc5fb12f,anonymous,ReceivingData,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2021-05-04 14:30:30.5515,25,5f29f3c30d7276e186179d57bc5fb12f,anonymous,ReceivingData,0.7864,1,(0.726 0.759 0.760 0.787 0.784 0.768 0.778 0.786 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2021-05-04 14:30:41.0393,753,5f29f3c30d7276e186179d57bc5fb12f,anonymous,ReceivingData,0.2788,1,(0.457 0.366 0.311 0.312 0.312 0.305 0.279 0.544 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2021-05-04 14:30:41.6927,800,5f29f3c30d7276e186179d57bc5fb12f,anonymous,ReceivingData,0.4598,2,(0.386 0.460 0.318 0.349 0.354 0.367 0.383 0.381 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GameRunning,2021-05-04 14:31:06.0670,2536,5f29f3c30d7276e186179d57bc5fb12f,anonymous,NULL,NULL,NULL,NULL,Closed,0,0.0000,0.0000,Running,0.0000,30,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,NA,NULL
Rest,2021-05-04 14:31:06.5991,2575,5f29f3c30d7276e186179d57bc5fb12f,anonymous,ReceivingData,0.0003,2,(0.549 0.500 0.479 0.000 0.630 0.631 0.607 0.602 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MotorImagery,2021-05-04 14:31:08.5082,2712,5f29f3c30d7276e186179d57bc5fb12f,anonymous,ReceivingData,0.5699,3,(0.487 0.477 0.533 0.570 0.483 0.570 0.516 0.477 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rest,2021-05-04 14:31:16.6937,3300,5f29f3c30d7276e186179d57bc5fb12f,anonymous,ReceivingData,0.2863,3,(0.473 0.339 0.318 0.307 0.286 0.654 0.643 0.552 ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
