Event,Timestamp,Framecount,SessionID,Email,BCIConfidence,BCIState
Sample,2020-12-02 09:55:58.7955,16,ff24c02435189f6065da94a85a60fd28,anonymous,0.7213,ReceivingData
Sample,2020-12-02 09:55:58.8065,17,ff24c02435189f6065da94a85a60fd28,anonymous,0.7247,ReceivingData
Sample,2020-12-02 09:55:58.9133,25,ff24c02435189f6065da94a85a60fd28,anonymous,0.7128,ReceivingData
Sample,2020-12-02 09:55:58.9413,26,ff24c02435189f6065da94a85a60fd28,anonymous,0.6676,ReceivingData
Sample,2020-12-02 09:55:59.0373,33,ff24c02435189f6065da94a85a60fd28,anonymous,0.6435,ReceivingData
Sample,2020-12-02 09:55:59.0509,34,ff24c02435189f6065da94a85a60fd28,anonymous,0.5820,ReceivingData
Sample,2020-12-02 09:55:59.1895,43,ff24c02435189f6065da94a85a60fd28,anonymous,0.5639,ReceivingData
Sample,2020-12-02 09:55:59.2035,44,ff24c02435189f6065da94a85a60fd28,anonymous,0.5737,ReceivingData
Sample,2020-12-02 09:55:59.2170,45,ff24c02435189f6065da94a85a60fd28,anonymous,0.5947,ReceivingData
Sample,2020-12-02 09:55:59.3015,51,ff24c02435189f6065da94a85a60fd28,anonymous,0.6111,ReceivingData
Sample,2020-12-02 09:55:59.3150,52,ff24c02435189f6065da94a85a60fd28,anonymous,0.6278,ReceivingData
Sample,2020-12-02 09:55:59.4273,60,ff24c02435189f6065da94a85a60fd28,anonymous,0.6203,ReceivingData
Sample,2020-12-02 09:55:59.4409,61,ff24c02435189f6065da94a85a60fd28,anonymous,0.5944,ReceivingData
Sample,2020-12-02 09:55:59.5528,69,ff24c02435189f6065da94a85a60fd28,anonymous,0.6021,ReceivingData
Sample,2020-12-02 09:55:59.5668,70,ff24c02435189f6065da94a85a60fd28,anonymous,0.6427,ReceivingData
Sample,2020-12-02 09:55:59.6779,78,ff24c02435189f6065da94a85a60fd28,anonymous,0.6762,ReceivingData
Sample,2020-12-02 09:55:59.6924,79,ff24c02435189f6065da94a85a60fd28,anonymous,0.7156,ReceivingData
Sample,2020-12-02 09:55:59.8044,87,ff24c02435189f6065da94a85a60fd28,anonymous,0.7459,ReceivingData
Sample,2020-12-02 09:55:59.8179,88,ff24c02435189f6065da94a85a60fd28,anonymous,0.7660,ReceivingData
Sample,2020-12-02 09:55:59.9437,97,ff24c02435189f6065da94a85a60fd28,anonymous,0.7547,ReceivingData
Sample,2020-12-02 09:55:59.9572,98,ff24c02435189f6065da94a85a60fd28,anonymous,0.7607,ReceivingData
Sample,2020-12-02 09:56:00.0690,106,ff24c02435189f6065da94a85a60fd28,anonymous,0.7955,ReceivingData
Sample,2020-12-02 09:56:00.0830,107,ff24c02435189f6065da94a85a60fd28,anonymous,0.8050,ReceivingData
Sample,2020-12-02 09:56:00.0966,108,ff24c02435189f6065da94a85a60fd28,anonymous,0.8316,ReceivingData
Sample,2020-12-02 09:56:00.1934,115,ff24c02435189f6065da94a85a60fd28,anonymous,0.8204,ReceivingData
Sample,2020-12-02 09:56:00.2080,116,ff24c02435189f6065da94a85a60fd28,anonymous,0.7859,ReceivingData
Sample,2020-12-02 09:56:00.3203,124,ff24c02435189f6065da94a85a60fd28,anonymous,0.7672,ReceivingData
Sample,2020-12-02 09:56:00.3349,125,ff24c02435189f6065da94a85a60fd28,anonymous,0.7590,ReceivingData
Sample,2020-12-02 09:56:00.4448,131,ff24c02435189f6065da94a85a60fd28,anonymous,0.7641,ReceivingData
Sample,2020-12-02 09:56:00.4593,132,ff24c02435189f6065da94a85a60fd28,anonymous,0.7688,ReceivingData
Sample,2020-12-02 09:56:00.5709,140,ff24c02435189f6065da94a85a60fd28,anonymous,0.7695,ReceivingData
Sample,2020-12-02 09:56:00.5844,141,ff24c02435189f6065da94a85a60fd28,anonymous,0.7518,ReceivingData
Sample,2020-12-02 09:56:00.7097,150,ff24c02435189f6065da94a85a60fd28,anonymous,0.7686,ReceivingData
Sample,2020-12-02 09:56:00.7242,151,ff24c02435189f6065da94a85a60fd28,anonymous,0.7598,ReceivingData
Sample,2020-12-02 09:56:00.8357,159,ff24c02435189f6065da94a85a60fd28,anonymous,0.7150,ReceivingData
Sample,2020-12-02 09:56:00.8497,160,ff24c02435189f6065da94a85a60fd28,anonymous,0.6851,ReceivingData
Sample,2020-12-02 09:56:00.9756,168,ff24c02435189f6065da94a85a60fd28,anonymous,0.7171,ReceivingData
Sample,2020-12-02 09:56:00.9891,169,ff24c02435189f6065da94a85a60fd28,anonymous,0.7451,ReceivingData
